query, numOperators
temptable.sql, 0
queries/6.sql, 11
queries/7.sql, 15
queries/8.sql, 14
queries/9.sql, 16
queries/10.sql, 16
queries/11.sql, 18
queries/12.sql, 18
queries/13.sql, 20
queries/14.sql, 21
queries/15.sql, 23
queries/16.sql, 24
queries/17.sql, 25
queries/18.sql, 24
queries/19.sql, 27
queries/20.sql, 29
queries/33.sql, 42
queries/40.sql, 52
queries/50.sql, 60
queries/60.sql, 74
queries/64.sql, 77
queries/100.sql, 119
queries/200.sql, 232
queries/300.sql, 342
queries/1000.sql, 1130
